id,Segment,Country,Product,Units Sold,Manufacturing,Sale Price,Gross Sales,Discounts,Discount Band,Sales,COGS,Profit,Date,Month Number,Month Name
643,focus group,Moldova,erat,1608,113.04,149.648,240633.984,,None,240633.984,58865.664,58865.664,12/5/2015 0:00,12,December
644,tangible,Estonia,tortor,4345,81.86,274.232,1191538.04,0.05,Discount Applied,1191538.04,835856.34,835856.34,4/2/2017 0:00,4,April
645,Polarised,China,morbi,2624,117.85,252.42,662350.08,,None,662350.08,353111.68,353111.68,1/8/2014 0:00,1,January
646,Down-sized,Peru,diam,294,94.84,173.808,51099.552,,None,51099.552,23216.592,23216.592,11/30/2012 0:00,11,November
647,modular,Indonesia,mauris,4476,167.45,268.94,1203775.44,,None,1203775.44,454269.24,454269.24,6/25/2020 0:00,6,June
648,user-facing,Netherlands,aenean,3406,101.28,151.536,516131.616,,None,516131.616,171171.936,171171.936,8/16/2010 0:00,8,August
649,background,China,massa,1744,176.44,349.728,609925.632,,None,609925.632,302214.272,302214.272,7/28/2015 0:00,7,July
650,bandwidth-monitored,Mongolia,donec,1991,76.98,249.376,496507.616,,None,496507.616,343240.436,343240.436,4/24/2011 0:00,4,April
651,policy,Yemen,accumsan,3683,133.36,304.032,1119749.856,,None,1119749.856,628584.976,628584.976,7/26/2020 0:00,7,July
652,reciprocal,Seychelles,quisque,1406,148.5,334.2,469885.2,,None,469885.2,261094.2,261094.2,5/27/2015 0:00,5,May
653,knowledge user,Indonesia,leo,469,205.79,297.948,139737.612,,None,139737.612,43222.102,43222.102,5/6/2022 0:00,5,May
654,Function-based,Ireland,dui,1288,200.09,278.108,358203.104,,None,358203.104,100487.184,100487.184,6/13/2015 0:00,6,June
655,Front-line,Ivory Coast,scelerisque,2406,224.52,465.424,1119810.144,,None,1119810.144,579615.024,579615.024,9/24/2017 0:00,9,September
656,local area network,Philippines,metus,2316,75.62,288.744,668731.104,,None,668731.104,493595.184,493595.184,12/18/2013 0:00,12,December
657,Cross-platform,Iran,mauris,3806,71.34,126.608,481870.048,,None,481870.048,210350.008,210350.008,3/6/2011 0:00,3,March
658,transitional,Sweden,ut,1968,162.08,256.496,504784.128,,None,504784.128,185810.688,185810.688,7/5/2019 0:00,7,July
659,modular,Argentina,posuere,594,67.92,136.504,81083.376,,None,81083.376,40738.896,40738.896,9/4/2014 0:00,9,September
660,Graphical User Interface,Poland,elementum,2839,147.62,278.144,789650.816,,None,789650.816,370557.636,370557.636,3/25/2012 0:00,3,March
661,Secured,United States,a,3681,125.19,262.228,965261.268,,None,965261.268,504436.878,504436.878,5/18/2017 0:00,5,May
662,emulation,China,ridiculus,2060,90.71,292.852,603275.12,,None,603275.12,416412.52,416412.52,9/19/2021 0:00,9,September
663,middleware,China,est,3908,179.12,339.944,1328501.152,,None,1328501.152,628500.192,628500.192,3/25/2015 0:00,3,March
664,5th generation,China,orci,1517,242.74,336.288,510148.896,,None,510148.896,141912.316,141912.316,11/30/2012 0:00,11,November
665,zero defect,Indonesia,elementum,1461,169.68,349.616,510788.976,,None,510788.976,262886.496,262886.496,2/4/2018 0:00,2,February
666,collaboration,Yemen,odio,3863,140.34,178.408,689190.104,,None,689190.104,147056.684,147056.684,12/18/2016 0:00,12,December
667,website,China,nulla,3832,165.93,230.116,881804.512,,None,881804.512,245960.752,245960.752,7/7/2021 0:00,7,July
668,Front-line,Philippines,faucibus,674,247.75,355.3,239472.2,,None,239472.2,72488.7,72488.7,7/5/2021 0:00,7,July
669,Reverse-engineered,Guatemala,quisque,1576,93.7,113.44,178781.44,,None,178781.44,31110.24,31110.24,11/21/2011 0:00,11,November
670,throughput,Peru,tellus,4320,241.48,426.776,1843672.32,,None,1843672.32,800478.72,800478.72,1/22/2014 0:00,1,January
671,moderator,Indonesia,aliquet,1474,45.61,144.732,213334.968,,None,213334.968,146105.828,146105.828,12/17/2019 0:00,12,December
672,contingency,Portugal,vestibulum,1052,65.8,137.96,145133.92,,None,145133.92,75912.32,75912.32,1/19/2021 0:00,1,January
673,Focused,Mexico,rutrum,2067,121.04,314.248,649550.616,,None,649550.616,399360.936,399360.936,7/2/2018 0:00,7,July
674,conglomeration,Philippines,quam,848,155.02,347.024,294276.352,,None,294276.352,162819.392,162819.392,5/25/2015 0:00,5,May
675,adapter,Brazil,aliquam,58,175.16,375.192,21761.136,,None,21761.136,11601.856,11601.856,10/9/2010 0:00,10,October
676,Front-line,United States,consequat,3377,203.48,403.176,1361525.352,,None,1361525.352,674373.392,674373.392,7/27/2013 0:00,7,July
677,cohesive,Uruguay,dolor,884,172.62,366.144,323671.296,,None,323671.296,171075.216,171075.216,3/27/2016 0:00,3,March
678,motivating,Honduras,in,1860,45.52,194.624,362000.64,,None,362000.64,277333.44,277333.44,5/13/2015 0:00,5,May
679,optimal,Serbia,elementum,1794,157.83,233.396,418712.424,,None,418712.424,135565.404,135565.404,1/10/2014 0:00,1,January
680,emulation,Colombia,ullamcorper,2280,58.05,158.66,361744.8,,None,361744.8,229390.8,229390.8,6/1/2012 0:00,6,June
681,moratorium,Sweden,nulla,3593,175.94,250.128,898709.904,,None,898709.904,266557.484,266557.484,7/10/2014 0:00,7,July
682,Compatible,Philippines,leo,445,219.82,271.784,120943.88,,None,120943.88,23123.98,23123.98,7/12/2017 0:00,7,July
683,open system,Russia,accumsan,2815,134.93,179.916,506463.54,,None,506463.54,126635.59,126635.59,5/24/2020 0:00,5,May
684,Total,China,platea,3420,214.09,272.908,933345.36,,None,933345.36,201157.56,201157.56,11/14/2016 0:00,11,November
685,Stand-alone,China,lectus,2781,57.75,133.3,370707.3,,None,370707.3,210104.55,210104.55,1/22/2014 0:00,1,January
686,analyzing,Colombia,quam,1040,183.54,275.248,286257.92,,None,286257.92,95376.32,95376.32,6/26/2021 0:00,6,June
687,Optional,Vietnam,sapien,3378,80.31,167.372,565382.616,,None,565382.616,294095.436,294095.436,11/5/2015 0:00,11,November
688,collaboration,Nepal,ultrices,1680,132.13,333.556,560374.08,,None,560374.08,338395.68,338395.68,5/13/2016 0:00,5,May
689,project,Brazil,aliquet,523,136.25,299.5,156638.5,0.05,Discount Applied,156638.5,85379.75,85379.75,9/2/2020 0:00,9,September
690,neural-net,Portugal,augue,3074,83,206.6,635088.4,,None,635088.4,379946.4,379946.4,3/26/2015 0:00,3,March
691,tertiary,Philippines,donec,3785,172.73,402.276,1522614.66,,None,1522614.66,868831.61,868831.61,11/15/2012 0:00,11,November
692,Quality-focused,Latvia,in,2112,242.98,410.576,867136.512,,None,867136.512,353962.752,353962.752,1/10/2011 0:00,1,January
693,5th generation,Brazil,nunc,1470,2.44,139.928,205694.16,,None,205694.16,202107.36,202107.36,7/13/2010 0:00,7,July
694,parallelism,Indonesia,iaculis,1679,71.65,166.98,280359.42,0.09,Discount Applied,280359.42,160059.07,160059.07,4/1/2022 0:00,4,April
695,Phased,Croatia,elit,42,183.74,390.488,16400.496,,None,16400.496,8683.416,8683.416,6/12/2017 0:00,6,June
696,Centralized,Uganda,eu,4128,91.2,301.44,1244344.32,,None,1244344.32,867870.72,867870.72,5/10/2012 0:00,5,May
697,Distributed,Greece,blandit,1980,194.31,252.172,499300.56,,None,499300.56,114566.76,114566.76,6/10/2010 0:00,6,June
698,open architecture,United States,in,4467,225.53,390.636,1744971.012,,None,1744971.012,737528.502,737528.502,6/25/2019 0:00,6,June
699,interactive,Indonesia,risus,3520,5.57,181.684,639527.68,,None,639527.68,619921.28,619921.28,3/15/2021 0:00,3,March
700,productivity,South Korea,luctus,1336,59.63,251.556,336078.816,,None,336078.816,256413.136,256413.136,6/1/2018 0:00,6,June
701,firmware,China,lacinia,2528,101.35,232.62,588063.36,,None,588063.36,331850.56,331850.56,1/28/2013 0:00,1,January
702,Reverse-engineered,Norway,sagittis,2275,97.61,172.132,391600.3,,None,391600.3,169537.55,169537.55,7/17/2015 0:00,7,July
703,leading edge,Vietnam,iaculis,1575,195.68,262.816,413935.2,,None,413935.2,105739.2,105739.2,4/9/2020 0:00,4,April
704,access,Brazil,vestibulum,386,52.02,126.424,48799.664,,None,48799.664,28719.944,28719.944,2/16/2022 0:00,2,February
705,application,Indonesia,id,3763,80.08,211.096,794354.248,,None,794354.248,493013.208,493013.208,3/15/2013 0:00,3,March
706,structure,China,sed,2950,212.83,368.396,1086768.2,,None,1086768.2,458919.7,458919.7,11/30/2011 0:00,11,November
707,Diverse,Sweden,venenatis,3526,225.36,337.432,1189785.232,,None,1189785.232,395165.872,395165.872,6/4/2010 0:00,6,June
708,intranet,Portugal,tortor,3482,105.11,154.132,536687.624,,None,536687.624,170694.604,170694.604,9/20/2020 0:00,9,September
709,Sharable,Indonesia,lacinia,1215,209.83,344.796,418927.14,,None,418927.14,163983.69,163983.69,1/3/2016 0:00,1,January
710,Multi-channelled,Indonesia,convallis,1926,203.54,377.248,726579.648,,None,726579.648,334561.608,334561.608,10/27/2020 0:00,10,October
711,non-volatile,Brazil,est,1272,121.43,188.716,240046.752,,None,240046.752,85587.792,85587.792,12/22/2020 0:00,12,December
712,dedicated,China,sit,2089,123.69,268.428,560746.092,,None,560746.092,302357.682,302357.682,2/4/2021 0:00,2,February
713,neural-net,China,cubilia,2064,69.52,249.424,514811.136,,None,514811.136,371321.856,371321.856,6/5/2021 0:00,6,June
714,alliance,France,a,1140,229.56,307.472,350518.08,,None,350518.08,88819.68,88819.68,3/6/2017 0:00,3,March
715,knowledge user,Myanmar,nec,1861,239.76,408.712,760613.032,,None,760613.032,314419.672,314419.672,9/20/2013 0:00,9,September
716,Balanced,Ukraine,a,1109,185.5,400.6,444265.4,0.03,Discount Applied,444265.4,238545.9,238545.9,12/3/2013 0:00,12,December
717,productivity,China,dictumst,590,87.17,209.604,123666.36,,None,123666.36,72236.06,72236.06,6/28/2013 0:00,6,June
718,local,Brazil,commodo,2160,89.63,157.556,340320.96,,None,340320.96,146720.16,146720.16,2/24/2016 0:00,2,February
719,Focused,Philippines,rhoncus,2609,202.83,361.396,942882.164,,None,942882.164,413698.694,413698.694,4/17/2020 0:00,4,April
720,maximized,Bolivia,vel,4438,158.96,314.752,1396869.376,,None,1396869.376,691404.896,691404.896,5/8/2022 0:00,5,May
721,solution-oriented,Pakistan,duis,71,76.19,274.428,19484.388,,None,19484.388,14074.898,14074.898,9/5/2013 0:00,9,September
722,paradigm,Russia,aliquam,99,19.23,118.076,11689.524,,None,11689.524,9785.754,9785.754,10/8/2020 0:00,10,October
723,scalable,Indonesia,feugiat,2516,160.46,211.552,532264.832,,None,532264.832,128547.472,128547.472,5/2/2016 0:00,5,May
724,analyzing,Philippines,suscipit,3678,212.98,411.576,1513776.528,,None,1513776.528,730436.088,730436.088,9/22/2017 0:00,9,September
725,function,Ukraine,enim,3688,153.58,333.296,1229195.648,,None,1229195.648,662792.608,662792.608,5/23/2014 0:00,5,May
726,Advanced,Indonesia,donec,2115,185.55,237.66,502650.9,0.06,Discount Applied,502650.9,110212.65,110212.65,4/26/2012 0:00,4,April
727,Versatile,Poland,amet,2959,158.26,387.912,1147831.608,,None,1147831.608,679540.268,679540.268,2/1/2011 0:00,2,February
728,knowledge user,Poland,rutrum,429,151.78,273.136,117175.344,,None,117175.344,52061.724,52061.724,8/19/2021 0:00,8,August
729,workforce,China,natoque,3863,223.5,354.2,1368274.6,,None,1368274.6,504894.1,504894.1,3/20/2020 0:00,3,March
730,bottom-line,China,non,3171,41.86,195.232,619080.672,,None,619080.672,486342.612,486342.612,4/15/2017 0:00,4,April
731,Optimized,Ethiopia,vel,2010,29.89,89.868,180634.68,,None,180634.68,120555.78,120555.78,5/28/2020 0:00,5,May
732,motivating,Poland,sed,1607,14.49,203.388,326844.516,,None,326844.516,303559.086,303559.086,9/25/2011 0:00,9,September
733,value-added,New Zealand,adipiscing,3320,117.03,246.436,818167.52,,None,818167.52,429627.92,429627.92,1/20/2019 0:00,1,January
734,Mandatory,Greece,curabitur,4207,4.8,68.76,289273.32,,None,289273.32,269079.72,269079.72,7/26/2016 0:00,7,July
735,dedicated,Pakistan,morbi,2716,209.41,400.292,1087193.072,,None,1087193.072,518435.512,518435.512,6/22/2015 0:00,6,June
736,zero tolerance,Philippines,ullamcorper,1873,195.45,333.54,624720.42,,None,624720.42,258642.57,258642.57,8/27/2019 0:00,8,August
737,maximized,Sweden,rutrum,2850,215.9,358.08,1020528,,None,1020528,405213,405213,6/12/2016 0:00,6,June
738,Expanded,Colombia,mauris,420,12.56,162.072,68070.24,,None,68070.24,62795.04,62795.04,2/17/2011 0:00,2,February
739,utilisation,Norway,orci,2676,181.21,416.452,1114425.552,,None,1114425.552,629507.592,629507.592,8/2/2018 0:00,8,August
740,radical,Indonesia,in,2427,227.69,349.228,847576.356,,None,847576.356,294972.726,294972.726,3/3/2012 0:00,3,March
741,Up-sized,Indonesia,sapien,4480,22.28,80.736,361697.28,,None,361697.28,261882.88,261882.88,1/11/2022 0:00,1,January
742,Grass-roots,Nigeria,ullamcorper,2701,34.68,113.616,306876.816,,None,306876.816,213206.136,213206.136,4/15/2018 0:00,4,April
743,Optional,China,non,4107,167.07,203.484,835708.788,,None,835708.788,149552.298,149552.298,5/23/2018 0:00,5,May
744,extranet,China,eros,2092,6.27,193.524,404852.208,,None,404852.208,391735.368,391735.368,3/16/2012 0:00,3,March
745,artificial intelligence,Russia,hac,891,99.65,172.58,153768.78,,None,153768.78,64980.63,64980.63,4/10/2022 0:00,4,April
746,array,Slovenia,lacinia,3703,147.36,266.832,988078.896,,None,988078.896,442404.816,442404.816,8/20/2017 0:00,8,August
747,actuating,China,at,1474,227.75,305.3,450012.2,,None,450012.2,114308.7,114308.7,2/15/2022 0:00,2,February
748,Horizontal,Libya,sit,3529,14.18,137.016,483529.464,,None,483529.464,433488.244,433488.244,9/8/2018 0:00,9,September
749,system-worthy,Finland,pellentesque,2799,227.42,358.904,1004572.296,,None,1004572.296,368023.716,368023.716,4/25/2016 0:00,4,April
750,Synergized,Japan,et,2378,155.78,353.936,841659.808,,None,841659.808,471214.968,471214.968,9/14/2015 0:00,9,September
751,neutral,China,quam,758,47.6,172.12,130466.96,,None,130466.96,94386.16,94386.16,12/16/2017 0:00,12,December
752,zero tolerance,Ukraine,nulla,3243,73.37,113.044,366601.692,,None,366601.692,128662.782,128662.782,1/17/2014 0:00,1,January
753,composite,Philippines,pede,4415,9.08,46.896,207045.84,,None,207045.84,166957.64,166957.64,8/30/2017 0:00,8,August
754,foreground,China,eget,3756,188.02,360.624,1354503.744,,None,1354503.744,648300.624,648300.624,5/6/2021 0:00,5,May
755,6th generation,Uzbekistan,ipsum,4190,205.19,326.228,1366895.32,,None,1366895.32,507149.22,507149.22,8/11/2014 0:00,8,August
756,intranet,Vietnam,est,2693,133.1,319.72,861005.96,,None,861005.96,502567.66,502567.66,1/21/2011 0:00,1,January
757,architecture,Armenia,ut,2303,125.11,226.132,520781.996,0.09,Discount Applied,520781.996,232653.666,232653.666,3/14/2012 0:00,3,March
758,User-centric,Russia,quis,3809,213.79,451.548,1719946.332,,None,1719946.332,905620.222,905620.222,8/27/2019 0:00,8,August
759,Decentralized,China,eget,3009,120.89,288.068,866796.612,,None,866796.612,503038.602,503038.602,7/23/2015 0:00,7,July
760,national,United States,justo,1621,54.33,230.196,373147.716,,None,373147.716,285078.786,285078.786,10/9/2016 0:00,10,October
761,internet solution,Brazil,parturient,235,77,247.4,58139,,None,58139,40044,40044,1/16/2014 0:00,1,January
762,bottom-line,Paraguay,morbi,3047,68.28,220.936,673191.992,0.05,Discount Applied,673191.992,465142.832,465142.832,5/12/2015 0:00,5,May
763,heuristic,Vietnam,mattis,987,4.44,149.328,147386.736,,None,147386.736,143004.456,143004.456,6/11/2021 0:00,6,June
764,matrix,Greece,et,2285,36.42,89.704,204973.64,,None,204973.64,121753.94,121753.94,6/12/2012 0:00,6,June
765,Quality-focused,Poland,quis,519,134.43,244.316,126800.004,,None,126800.004,57030.834,57030.834,10/2/2012 0:00,10,October
766,hierarchy,Russia,elit,4025,19.94,77.928,313660.2,,None,313660.2,233401.7,233401.7,12/5/2016 0:00,12,December
767,systemic,Palestinian Territory,sed,1402,55.27,125.324,175704.248,,None,175704.248,98215.708,98215.708,1/23/2021 0:00,1,January
768,grid-enabled,China,morbi,3625,3.69,13.428,48676.5,,None,48676.5,35300.25,35300.25,12/29/2020 0:00,12,December
769,moratorium,United States,ridiculus,898,228.41,332.092,298218.616,,None,298218.616,93106.436,93106.436,9/10/2020 0:00,9,September
770,contingency,Thailand,cursus,197,36.27,64.524,12711.228,,None,12711.228,5566.038,5566.038,2/17/2016 0:00,2,February
771,Triple-buffered,Mexico,nam,3476,192.52,257.024,893415.424,,None,893415.424,224215.904,224215.904,6/26/2017 0:00,6,June
772,tertiary,Czech Republic,quis,692,143.15,371.78,257271.76,0.03,Discount Applied,257271.76,158211.96,158211.96,3/9/2017 0:00,3,March
773,adapter,Finland,lorem,2310,91.92,305.304,705252.24,,None,705252.24,492917.04,492917.04,1/13/2022 0:00,1,January
774,Innovative,Brazil,tortor,1978,223.53,416.236,823314.808,,None,823314.808,381172.468,381172.468,7/28/2020 0:00,7,July
775,ability,China,cras,626,235.88,406.056,254191.056,,None,254191.056,106530.176,106530.176,6/28/2018 0:00,6,June
776,Innovative,China,pellentesque,1470,182.76,242.312,356198.64,,None,356198.64,87541.44,87541.44,3/17/2016 0:00,3,March
777,bi-directional,Portugal,porttitor,2002,113.62,141.344,282970.688,,None,282970.688,55503.448,55503.448,4/20/2018 0:00,4,April
778,mobile,Indonesia,porta,2916,216.89,327.268,954313.488,,None,954313.488,321862.248,321862.248,9/24/2021 0:00,9,September
779,client-server,Philippines,tempus,409,110.45,250.54,102470.86,,None,102470.86,57296.81,57296.81,12/5/2014 0:00,12,December
780,Multi-channelled,Russia,tellus,2841,11.64,103.968,295373.088,,None,295373.088,262303.848,262303.848,1/17/2017 0:00,1,January
781,analyzing,Philippines,nunc,839,72.91,202.492,169890.788,0.04,Discount Applied,169890.788,108719.298,108719.298,1/3/2017 0:00,1,January
782,Down-sized,Philippines,venenatis,1064,169.97,399.964,425561.696,,None,425561.696,244713.616,244713.616,1/7/2020 0:00,1,January
783,User-friendly,Morocco,non,1348,77.6,281.12,378949.76,,None,378949.76,274344.96,274344.96,1/25/2011 0:00,1,January
784,De-engineered,Mexico,nulla,2592,123.4,156.08,404559.36,,None,404559.36,84706.56,84706.56,3/11/2012 0:00,3,March
785,Advanced,Morocco,id,3360,190.63,329.756,1107980.16,,None,1107980.16,467463.36,467463.36,12/19/2011 0:00,12,December
786,Implemented,Brazil,eget,258,151.33,201.596,52011.768,,None,52011.768,12968.628,12968.628,11/26/2020 0:00,11,November
787,help-desk,Portugal,laoreet,1966,25.77,216.924,426472.584,,None,426472.584,375808.764,375808.764,7/18/2018 0:00,7,July
788,Balanced,United States,ultrices,3123,189.15,237.98,743211.54,,None,743211.54,152496.09,152496.09,5/14/2011 0:00,5,May
789,Team-oriented,China,phasellus,4239,183.73,345.476,1464472.764,,None,1464472.764,685641.294,685641.294,12/12/2011 0:00,12,December
790,Operative,Tunisia,vestibulum,145,56.75,122.1,17704.5,,None,17704.5,9475.75,9475.75,12/2/2010 0:00,12,December
791,client-driven,Tajikistan,maecenas,4345,140.33,216.396,940240.62,,None,940240.62,330506.77,330506.77,9/23/2017 0:00,9,September
792,middleware,Jordan,morbi,2735,141.44,286.728,784201.08,,None,784201.08,397362.68,397362.68,6/26/2011 0:00,6,June
793,capacity,Colombia,vestibulum,2471,10.4,158.48,391604.08,,None,391604.08,365905.68,365905.68,2/20/2021 0:00,2,February
794,Implemented,Indonesia,vestibulum,3318,140.77,227.924,756251.832,,None,756251.832,289176.972,289176.972,11/7/2017 0:00,11,November
795,interactive,Indonesia,tincidunt,1600,78.7,128.44,205504,,None,205504,79584,79584,11/23/2016 0:00,11,November
796,conglomeration,China,turpis,2360,90.2,131.24,309726.4,,None,309726.4,96854.4,96854.4,12/11/2010 0:00,12,December
797,cohesive,Indonesia,etiam,3237,56.39,264.668,856730.316,,None,856730.316,674195.886,674195.886,8/29/2017 0:00,8,August
798,Devolved,Lebanon,etiam,1685,205.9,300.08,505634.8,,None,505634.8,158693.3,158693.3,9/3/2012 0:00,9,September
799,asymmetric,Panama,morbi,1837,162.22,386.664,710301.768,,None,710301.768,412303.628,412303.628,3/4/2016 0:00,3,March
800,leverage,Sweden,suspendisse,417,150.37,362.444,151139.148,,None,151139.148,88434.858,88434.858,3/23/2020 0:00,3,March
801,toolset,Russia,ut,457,192.31,387.772,177211.804,,None,177211.804,89326.134,89326.134,2/15/2018 0:00,2,February
802,national,Argentina,quis,3033,28.58,123.296,373956.768,,None,373956.768,287273.628,287273.628,12/27/2010 0:00,12,December
803,mobile,Nicaragua,in,2629,9.37,69.244,182042.476,,None,182042.476,157408.746,157408.746,10/1/2020 0:00,10,October
804,local,Indonesia,ultrices,4258,150.97,323.164,1376032.312,,None,1376032.312,733202.052,733202.052,4/7/2012 0:00,4,April
805,internet solution,China,congue,3885,123.25,208.9,811576.5,,None,811576.5,332750.25,332750.25,3/15/2019 0:00,3,March
806,extranet,Indonesia,orci,1830,208.87,406.644,744158.52,,None,744158.52,361926.42,361926.42,1/1/2020 0:00,1,January
807,core,Morocco,pretium,315,184.2,331.04,104277.6,,None,104277.6,46254.6,46254.6,7/1/2019 0:00,7,July
808,Programmable,Canada,potenti,2637,202.42,421.904,1112560.848,,None,1112560.848,578779.308,578779.308,1/1/2021 0:00,1,January
809,client-server,Indonesia,fusce,1508,71.09,142.308,214600.464,,None,214600.464,107396.744,107396.744,3/29/2014 0:00,3,March
810,Vision-oriented,Indonesia,nulla,3285,122.18,262.616,862693.56,,None,862693.56,461332.26,461332.26,1/3/2014 0:00,1,January
811,composite,Indonesia,etiam,2881,178.38,345.056,994106.336,,None,994106.336,480193.556,480193.556,1/21/2011 0:00,1,January
812,hardware,United States,tellus,1285,71.75,227.1,291823.5,,None,291823.5,199624.75,199624.75,5/12/2011 0:00,5,May
813,incremental,Philippines,vehicula,2184,9.59,12.508,27317.472,0.06,Discount Applied,27317.472,6372.912,6372.912,4/28/2021 0:00,4,April
814,directional,China,ac,3896,249.39,470.268,1832164.128,,None,1832164.128,860540.688,860540.688,9/20/2013 0:00,9,September
815,Synergized,Malawi,leo,3984,6.4,9.68,38565.12,,None,38565.12,13067.52,13067.52,10/25/2018 0:00,10,October
816,Centralized,China,lorem,4209,156.84,252.208,1061543.472,,None,1061543.472,401403.912,401403.912,2/28/2019 0:00,2,February
817,real-time,Macedonia,lacus,2757,127.06,265.472,731906.304,,None,731906.304,381601.884,381601.884,11/27/2017 0:00,11,November
818,data-warehouse,China,accumsan,1332,35.44,153.528,204499.296,,None,204499.296,157293.216,157293.216,5/28/2015 0:00,5,May
819,Implemented,United States,vestibulum,2698,147.54,259.048,698911.504,0.03,Discount Applied,698911.504,300848.584,300848.584,8/4/2014 0:00,8,August
820,access,Russia,aliquet,3275,41.25,180.5,591137.5,,None,591137.5,456043.75,456043.75,5/13/2018 0:00,5,May
821,fresh-thinking,Chile,velit,2819,205.69,414.828,1169400.132,,None,1169400.132,589560.022,589560.022,9/9/2019 0:00,9,September
822,Inverse,Panama,suscipit,4494,82.73,243.276,1093282.344,,None,1093282.344,721493.724,721493.724,11/14/2017 0:00,11,November
823,composite,Djibouti,vivamus,4250,55.63,204.756,870213,,None,870213,633785.5,633785.5,7/14/2015 0:00,7,July
824,knowledge user,Indonesia,nisl,1264,145.16,290.192,366802.688,,None,366802.688,183320.448,183320.448,6/27/2020 0:00,6,June
825,website,Greece,porta,4049,140.59,221.708,897695.692,0.04,Discount Applied,897695.692,328446.782,328446.782,7/4/2021 0:00,7,July
826,hybrid,Cuba,at,3112,183.61,245.332,763473.184,,None,763473.184,192078.864,192078.864,11/23/2015 0:00,11,November
827,5th generation,Poland,consectetuer,745,81.52,275.824,205488.88,,None,205488.88,144756.48,144756.48,9/3/2018 0:00,9,September
828,Reactive,Indonesia,ut,558,247.71,346.252,193208.616,,None,193208.616,54986.436,54986.436,3/3/2011 0:00,3,March
829,Robust,United States,varius,891,43.91,101.692,90607.572,0.06,Discount Applied,90607.572,51483.762,51483.762,6/24/2019 0:00,6,June
830,scalable,Poland,ante,4211,150.84,248.008,1044361.688,0.07,Discount Applied,1044361.688,409174.448,409174.448,8/8/2015 0:00,8,August
831,instruction set,Ukraine,posuere,1510,245.78,389.936,588803.36,,None,588803.36,217675.56,217675.56,1/12/2017 0:00,1,January
832,Optional,China,at,850,54.5,111.4,94690,,None,94690,48365,48365,7/28/2016 0:00,7,July
833,5th generation,Hungary,sed,3704,228.04,317.648,1176568.192,,None,1176568.192,331908.032,331908.032,11/11/2016 0:00,11,November
834,Innovative,Brazil,neque,2335,66.16,99.392,232080.32,,None,232080.32,77596.72,77596.72,5/1/2017 0:00,5,May
835,even-keeled,Indonesia,aliquet,2485,86.84,133.208,331021.88,,None,331021.88,115224.48,115224.48,11/3/2014 0:00,11,November
836,Object-based,Angola,sed,1221,139.12,330.944,404082.624,0.08,Discount Applied,404082.624,234217.104,234217.104,12/5/2011 0:00,12,December
837,data-warehouse,Philippines,dolor,3446,35.31,133.372,459599.912,,None,459599.912,337921.652,337921.652,3/14/2022 0:00,3,March
838,extranet,Belarus,gravida,2365,209.5,275.4,651321,,None,651321,155853.5,155853.5,5/2/2012 0:00,5,May
839,protocol,Madagascar,aliquet,777,61.44,74.728,58063.656,0.07,Discount Applied,58063.656,10324.776,10324.776,2/1/2012 0:00,2,February
840,De-engineered,Sweden,consectetuer,1730,166.59,298.908,517110.84,,None,517110.84,228910.14,228910.14,11/13/2011 0:00,11,November
841,ability,Papua New Guinea,amet,602,83.41,147.092,88549.384,,None,88549.384,38336.564,38336.564,4/7/2017 0:00,4,April
842,optimizing,Japan,nulla,709,143.69,304.428,215839.452,,None,215839.452,113963.242,113963.242,6/29/2018 0:00,6,June
843,Configurable,Philippines,habitasse,1241,150.62,298.744,370741.304,,None,370741.304,183821.884,183821.884,8/19/2010 0:00,8,August
844,hardware,Greece,ornare,3241,56.67,175.004,567187.964,,None,567187.964,383520.494,383520.494,7/10/2020 0:00,7,July
845,bottom-line,Slovenia,tortor,1644,53.99,262.788,432023.472,,None,432023.472,343263.912,343263.912,8/19/2013 0:00,8,August
846,Open-source,France,eleifend,2821,118.6,147.32,415589.72,,None,415589.72,81019.12,81019.12,8/15/2013 0:00,8,August
847,Face to face,Portugal,nulla,586,14.81,189.772,111206.392,0.09,Discount Applied,111206.392,102527.732,102527.732,10/7/2019 0:00,10,October
848,definition,United States,rutrum,111,156.24,210.488,23364.168,,None,23364.168,6021.528,6021.528,8/2/2018 0:00,8,August
849,leading edge,China,purus,3308,6.28,159.536,527745.088,0.04,Discount Applied,527745.088,506970.848,506970.848,10/2/2020 0:00,10,October
850,strategy,Thailand,eget,3432,234.5,438.4,1504588.8,,None,1504588.8,699784.8,699784.8,5/4/2016 0:00,5,May
851,Enterprise-wide,China,lorem,1773,18.41,139.092,246610.116,,None,246610.116,213969.186,213969.186,8/9/2015 0:00,8,August
852,bi-directional,Indonesia,aenean,2587,136.31,257.572,666338.764,,None,666338.764,313704.794,313704.794,4/25/2017 0:00,4,April
853,access,Venezuela,nunc,2640,96.58,146.896,387805.44,,None,387805.44,132834.24,132834.24,6/25/2014 0:00,6,June
854,Multi-tiered,China,ligula,3192,4.37,145.244,463618.848,0.04,Discount Applied,463618.848,449669.808,449669.808,8/4/2015 0:00,8,August
855,mobile,Tajikistan,non,558,223.39,419.068,233839.944,,None,233839.944,109188.324,109188.324,10/22/2016 0:00,10,October
856,impactful,Brazil,lacus,2073,61.99,191.388,396747.324,,None,396747.324,268242.054,268242.054,8/2/2012 0:00,8,August
